SCH_ID,SCH_NAME,SCH_CAT,SCH_TYPE,LAT,LONG,BARANGAY,MUNNAME,PROV,PSGC_MUNI,PSGC_BRGY,PSGC_PROV
133885,Mao ES,ES,Public,6.75626,124.501213,Mao,Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828006,PH153800000
133886,Old Maganoy ES,ES,Public,6.8686,124.521112,Maganoy,Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828005,PH153800000
216523,Pidsimbulan ES,ES,Public,6.819184,124.512503,Guinibon,Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828003,PH153800000
133891,Shariff Sherjan Sangki ES,ES,Public,6.812128,124.55202,Tukanolocong (Tukanologong),Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828010,PH153800000
133889,Sugadol ES,ES,Public,6.835513,124.525284,Sugadol,Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828008,PH153800000
318322,Datu Abdula M. Camino MNHS,SHS,Public,6.765617,124.479658,Talisawa,Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828009,PH153800000
318314,Datu Sailila NHS,JHS,Public,6.798085,124.536288,Banaba,Datu Abdullah Sangki,MAGUINDANAO,PH153828000,PH153828001,PH153800000
134204,Alimao ES,ES,Public,7.043356,124.395694,Tugal,Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831006,PH153800000
134196,Brar ES,ES,Public,7.010058,124.328104,Brar,Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831002,PH153800000
216649,Datu Anggal Midtimbang ES,ES,Public,6.984608,124.369335,Midtimbang (Pob.),Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831004,PH153800000
134208,Kiteb CES,CES,Public,7.000366,124.335678,Mapayag,Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831003,PH153800000
134211,Mapayag ES,ES,Public,6.993453,124.34367,Adaon,Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831001,PH153800000
134212,Nunangan ES,ES,Public,7.023175,124.401766,Nunangan (Nunangen),Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831005,PH153800000
216553,Upak ES,ES,Public,6.999481,124.385144,Tulunan,Datu Anggal Midtimbang,MAGUINDANAO,PH153831000,PH153831007,PH153800000
134272,Bacayawan PS,PS,Public,6.833992,123.963575,Lapaken,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830003,PH153800000
100804,Barongisan PS,PS,Public,,,Nalkan,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830006,PH153800000
134275,Datu Sa Biwang ES,ES,Public,7.074936,124.024081,Matuber,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830004,PH153800000
134276,Dawat CES,CES,Public,7.052669,124.014672,Penansaran,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830007,PH153800000
134279,Kinimi ES,ES,Public,6.924814,123.971733,Kinimi,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830001,PH153800000
134281,Laguitan PS,PS,Public,6.765039,124.037983,Laguitan,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830002,PH153800000
134282,Maningula PS,PS,Public,6.8135,123.963806,Lapaken,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830003,PH153800000
134283,Meti PS,PS,Public,6.795222,124.025433,Meti,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830005,PH153800000
134284,Nalkan ES,ES,Public,6.986581,123.98645,Nalkan,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830006,PH153800000
134286,Pura ES,ES,Public,7.067172,124.018997,Pura,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830013,PH153800000
134287,Ranao Midafa ES,ES,Public,6.937206,124.030944,Tambak,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830011,PH153800000
134288,Resa ES,ES,Public,6.876272,123.975712,Resa,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830008,PH153800000
134290,Sedem ES,ES,Public,6.779317,123.984711,Sedem,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830009,PH153800000
134291,Sinipak ES,ES,Public,6.791194,124.024583,Sinipak,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830010,PH153800000
134292,Tambak PS,PS,Public,6.936225,123.9701,Tambak,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830011,PH153800000
134294,Tubuan ES,ES,Public,7.034536,124.001989,Tubuan,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830012,PH153800000
305020,Resa NHS,SHS,Public,6.87637,123.976252,Resa,Datu Blah T. Sinsuat,MAGUINDANAO,PH153830000,PH153830008,PH153800000
216645,Datu Aliman Ampatuan ES,ES,Public,6.833269,124.4299,Tuayan,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835008,PH153800000
216644,Datu Hoffer Ampatuan CES,CES,Public,6.844984,124.421132,Limpongo,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835004,PH153800000
216651,Datu Pinagayao Ampatuan ES,ES,Public,6.839883,124.442358,Tuayan I,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835009,PH153800000
216652,Lambuay ES,ES,Public,6.855753,124.459422,Labu-labu I,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835002,PH153800000
134044,Limpongo ES,ES,Public,6.850683,124.428571,Limpongo,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835004,PH153800000
216650,Omar ES,ES,Public,6.857678,124.424258,Talibadok,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835007,PH153800000
134052,Toron ES,ES,Public,6.873276,124.363093,Macalag,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835010,PH153800000
318340,Limpongo NHS,JHS,Public,6.851001,124.428402,Limpongo,Datu Hoffer Ampatuan,MAGUINDANAO,PH153835000,PH153835004,PH153800000
134011,Datu Pinguiaman ES,ES,Public,7.095833,124.314164,Pinguiiaman(Baka),DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807005,PH153800000
133995,Don A. Martinez ES,ES,Public,7.153477,124.120073,Badak,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807003,PH153800000
324303,Bai Hanina S. Sinsuat NHS,SHS,Public,7.14285,124.086,Kusiong,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807020,PH153800000
305003,Camp Siongco NHS,SHS,Public,7.158785,124.218643,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
318309,Datu Arnel Datukon NHS,SHS,Public,7.123321,124.318808,Taviran,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807035,PH153800000
318331,Dulangan NHS,JHS,Public,7.153296,124.269028,Dulangan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807015,PH153800000
305021,Sarilikha HS,SHS,Public,7.179639,124.214311,Semba,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807028,PH153800000
326503,Datu Mantato NHS,JHS,Public,7.020787,124.314269,Benolen,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807006,PH153800000
600072,Mindanao State University-Maguindanao Integrated Laboratory Science High School,SUC,SUC ,7.013716667,124.3219333,Dalican Poblacion,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807013,PH153800000
400844,Bai Malgen Mama College Inc.,PSHS,Private,7.15605,124.22735,Capiton,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807010,PH153800000
476512,Kampilan Academy,PJHS,Private,7.158533333,124.2239333,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
476503,Sharif Awliya Academy,PSHS,Private,7.071166667,124.31545,Bugawas,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807009,PH153800000
476524,Sharif Awliya Academy-Annex,PJHS,Private,7.15895,124.2283333,Capiton,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807010,PH153800000
134009,Ambolodto ES,ES,Public,7.059444,124.333,Ambolodto,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807001,PH153800000
133985,Awang ES,ES,Public,7.15582,124.205,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
134010,Bagoenged ES,ES,Public,6.968258,124.300774,Bagoenged,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807004,PH153800000
134012,Benolen ES,ES,Public,7.013608,124.308981,Benolen,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807006,PH153800000
133987,Bitu ES,ES,Public,7.146863,124.281184,Bitu,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807007,PH153800000
133988,Broce CES,CES,Public,7.178289,124.215681,Tamontaka,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807032,PH153800000
134013,Bugawas ES,ES,Public,7.075097,124.313375,Bugawas,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807009,PH153800000
216533,Camp Ebrahim Sema ES,ES,Public,6.99368,124.306,Bagoenged,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807004,PH153800000
133989,Camp Siongco ES,ES,Public,7.159722,124.214996,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
133990,Capiton PS,PS,Public,7.170895,124.231159,Capiton,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807010,PH153800000
134015,Dalican Pilot ES,ES,Public,7.026604,124.318072,Dalican Poblacion,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807013,PH153800000
133991,Datu Andong PS,ES,Public,7.092722,124.223683,Labungan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807021,PH153800000
216602,Datu Butocan Abas ES,ES,Public,7.04423,124.313,Makir,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807023,PH153800000
134014,Datu Kiram ES,ES,Public,7.029833,124.346839,Bongued,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807008,PH153800000
133992,Datu Wampa Baraquir PS,PS,Public,7.104291,124.132,Tamontaka,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807032,PH153800000
133993,Dimapatoy PS,PS,Public,7.181704,124.184907,Dinaig Proper,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807014,PH153800000
133994,Dinaig ES,ES,Public,7.164527,124.191465,Dinaig Proper,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807014,PH153800000
216531,Dulangan PS,PS,Public,7.15583,124.264,Dulangan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807015,PH153800000
134016,Kinebeka ES,ES,Public,7.012603,124.237381,Kenebeka,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807018,PH153800000
134017,Kurintem ES,ES,Public,7.064722,124.314347,Kurintem,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807019,PH153800000
133996,Kusiong ES,ES,Public,7.144687,124.088211,Kusiong,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807020,PH153800000
133997,Labungan ES,ES,Public,7.103033,124.234689,Labungan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807021,PH153800000
133998,Lasdan PS,PS,Public,7.184675,124.162565,Mompong,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807026,PH153800000
133999,Lim ES,ES,Public,7.181264,124.202701,Semba,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807028,PH153800000
134000,Linek ES,ES,Public,7.17169,124.152882,Linek,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807022,PH153800000
134001,Margues ES,ES,Public,7.135386,124.2961,Margues,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807024,PH153800000
134002,Mompong PS,PS,Public,7.168228,124.167343,Mompong,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807026,PH153800000
134003,Nabilan PS,PS,Public,7.153594,124.192319,Dinaig Proper,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807014,PH153800000
134018,Neketan ES,ES,Public,7.023117,124.295431,Nekitan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807025,PH153800000
134004,Paningusan ES,ES,Public,7.135119,124.232722,Labungan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807021,PH153800000
134020,Sapalan ES,ES,Public,7.063578,124.336597,Sapalan,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807027,PH153800000
134021,Sibuto ES,ES,Public,7.021756,124.264092,Sibuto,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807029,PH153800000
134019,Sifaran ES,ES,Public,7.062761,124.267844,Sifaren (Sifaran),DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807030,PH153800000
216532,Tambak PS,PS,Public,7.151508,124.256489,Tambak,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153830011,PH153800000
134005,Tanuel ES,ES,Public,7.156667,124.258611,Tanuel,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807033,PH153800000
134006,Tapian ES,ES,Public,7.133095,124.057162,Tapian,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807034,PH153800000
134007,Taviran ES (DOS),ES,Public,7.119233,124.314181,Taviran,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807035,PH153800000
134008,Tenorio ES,ES,Public,7.152881,124.22165,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
134022,Tinonggos PS,PS,Public,6.958386,124.262611,Tenonggos,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807036,PH153800000
408943,Divine Mercy Pre-School,PES,Private,,,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
408654,"Kampilan Learning Center, Inc.",PES,Private,7.158533,124.223933,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
408837,Montañer Institute of Learning Enhancement Center,PES,Private,7.156333,124.224783,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
408001,"Holy Life Jireh Learning center of Datu Odin Sinsuat, Inc.",PES,Private,7.1636,124.22135,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
476522,Madrasah Datu Manguda Timan,MD,Private,7.126683,124.30455,Taviran,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807035,PH153800000
408666,Notre Dame Learning Ceneter,PES,Private,7.17765,124.216317,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
409156,Shalom Educational and Development Center,PES,Private,7.165817,124.219533,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
476503,Sharif Awliya Academy,MD,Private,7.071167,124.31545,Bugawas,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807009,PH153800000
476524,Sharif Awliya Academy-Annex,MD,Private,7.15895,124.228333,Capiton,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807010,PH153800000
476523,St. John Mission Center Academy inc.,PES,Private,7.154483,124.22215,Awang,DATU ODIN SINSUAT (DINAIG),MAGUINDANAO,PH153807000,PH153807002,PH153800000
216655,Angkokoy ES,ES,Public,6.729561,124.905,Puya,Datu Paglas,MAGUINDANAO,PH153805000,PH153805010,PH153800000
133948,Baguadatu ES,ES,Public,6.759706,124.876773,Katil,Datu Paglas,MAGUINDANAO,PH153805000,PH153805004,PH153800000
133949,Bunawan ES,ES,Public,6.760855,124.933472,Bonawan,Datu Paglas,MAGUINDANAO,PH153805000,PH153805017,PH153800000
133950,Datang Pilot ES,ES,Public,6.759663,124.893261,Datang,Datu Paglas,MAGUINDANAO,PH153805000,PH153805019,PH153800000
216622,Filasol PS,PS,Public,6.776476,124.958,Elbebe,Datu Paglas,MAGUINDANAO,PH153805000,PH153805020,PH153800000
133952,Gen.SKP Memorial ES,ES,Public,6.751893,124.862201,Alip (Pob.),Datu Paglas,MAGUINDANAO,PH153805000,PH153805001,PH153800000
133953,Kalumenga ES,ES,Public,6.743504,124.929176,Kalumenga (Kalumanga),Datu Paglas,MAGUINDANAO,PH153805000,PH153805014,PH153800000
133954,Katil ES,ES,Public,6.738815,124.887691,Katil,Datu Paglas,MAGUINDANAO,PH153805000,PH153805004,PH153800000
216598,Limba Ampatuan PS,PS,Public,6.792857,124.850446,Bulod,Datu Paglas,MAGUINDANAO,PH153805000,PH153805018,PH153800000
133956,Lipao ES,ES,Public,6.763666,124.83073,Lipao,Datu Paglas,MAGUINDANAO,PH153805000,PH153805021,PH153800000
133958,M. Adil CES,CES,Public,6.739186,124.90796,Manindolo,Datu Paglas,MAGUINDANAO,PH153805000,PH153805008,PH153800000
133957,Malala ES,ES,Public,6.774173,124.835218,Malala,Datu Paglas,MAGUINDANAO,PH153805000,PH153805006,PH153800000
216571,Mangadeg ES,ES,Public,6.732732,124.89,Mangadeg,Datu Paglas,MAGUINDANAO,PH153805000,PH153805007,PH153800000
216555,Mangelen Andang ES,ES,Public,6.773175,124.898542,Damawato,Datu Paglas,MAGUINDANAO,PH153805000,PH153805003,PH153800000
216671,Mao ES,ES,Public,,,Mao,Datu Paglas,MAGUINDANAO,PH153805000,PH153828006,PH153800000
216656,Naco PS,PS,Public,6.706672,124.922,Makat,Datu Paglas,MAGUINDANAO,PH153805000,PH153805023,PH153800000
133959,Napok ES,ES,Public,6.758092,124.906994,Napok,Datu Paglas,MAGUINDANAO,PH153805000,PH153805025,PH153800000
133960,Palao sa Buto ES,ES,Public,6.779157,124.813854,Palao Sa Buto,Datu Paglas,MAGUINDANAO,PH153805000,PH153805015,PH153800000
133951,Datu Paglas CES,CES,Public,6.74453,124.870378,Poblacion,Datu Paglas,MAGUINDANAO,PH153805000,PH153805026,PH153800000
476521,Datu Ibrahim Pendatun Paglas III Foundation Inc.,PES,Private,,,Poblacion,Datu Paglas,MAGUINDANAO,PH153805000,PH153805026,PH153800000
133961,Salendab ES,ES,Public,6.720271,124.925958,Salendab,Datu Paglas,MAGUINDANAO,PH153805000,PH153805027,PH153800000
133962,Sepaka ES,ES,Public,6.786274,124.850782,Sepaka,Datu Paglas,MAGUINDANAO,PH153805000,PH153805011,PH153800000
305004,Datu Paglas NHS,SHS,Public,6.748975,124.871869,Poblacion,Datu Paglas,MAGUINDANAO,PH153805000,PH153805026,PH153800000
216591,Sinalayan ES,ES,Public,6.779714,124.872119,Madidis,Datu Paglas,MAGUINDANAO,PH153805000,PH153805022,PH153800000
133955,Tocao - Madidis CES,CES,Public,6.774281,124.883969,Madidis,Datu Paglas,MAGUINDANAO,PH153805000,PH153805022,PH153800000
318333,Katong Madidis NHS,JHS,Public,6.774409,124.883369,Madidis,Datu Paglas,MAGUINDANAO,PH153805000,PH153805022,PH153800000
318332,Manindolo NHS,SHS,Public,6.738411,124.907572,Manindolo,Datu Paglas,MAGUINDANAO,PH153805000,PH153805008,PH153800000
406673,Datu Ibrahim Paglas Memorial College,PSHS,Private,,,Alip (Pob.),DATU PAGLAS,MAGUINDANAO,PH153805000,PH153805001,PH153800000
133963,Alonganen PS,PS,Public,7.050472,124.467079,Alonganan,Datu Piang,MAGUINDANAO,PH153806000,PH153806001,PH153800000
133964,Ambadao PS,PS,Public,7.088346,124.431443,Ambadao,Datu Piang,MAGUINDANAO,PH153806000,PH153806002,PH153800000
216528,Balanaken PS,PS,Public,7.040469,124.476943,Balanakan,Datu Piang,MAGUINDANAO,PH153806000,PH153806005,PH153800000
133965,Balong PS,PS,Public,7.106179,124.416977,Balong,Datu Piang,MAGUINDANAO,PH153806000,PH153806006,PH153800000
133967,Damabalas ES,ES,Public,7.020368,124.511486,Damabalas,Datu Piang,MAGUINDANAO,PH153806000,PH153806011,PH153800000
133970,Datu Gumbay Piang CES,CES,Public,7.032318,124.492911,Buayan,Datu Piang,MAGUINDANAO,PH153806000,PH153806008,PH153800000
133972,Duaminanga ES,ES,Public,7.089045,124.442671,Duaminanga,Datu Piang,MAGUINDANAO,PH153806000,PH153806015,PH153800000
133974,Kalipapa PS,PS,Public,7.066386,124.454734,Kalipapa,Datu Piang,MAGUINDANAO,PH153806000,PH153806021,PH153800000
216608,Kanguan CES,CES,Public,7.027742,124.50254,Kanguan,Datu Piang,MAGUINDANAO,PH153806000,PH153806039,PH153800000
133977,Lintukan ES,ES,Public,7.010479,124.496329,Magaslong,Datu Piang,MAGUINDANAO,PH153806000,PH153806028,PH153800000
133978,Liong PS,PS,Public,7.046207,124.469728,Liong,Datu Piang,MAGUINDANAO,PH153806000,PH153818004,PH153800000
133980,Masigay PS,PS,Public,7.054737,124.459867,Masigay,Datu Piang,MAGUINDANAO,PH153806000,PH153806029,PH153800000
133981,Montay ES,ES,Public,7.096923,124.419909,Montay,Datu Piang,MAGUINDANAO,PH153806000,PH153806030,PH153800000
216530,Reina Regente ES,ES,Public,7.027299,124.507967,Reina Regente,Datu Piang,MAGUINDANAO,PH153806000,PH153806035,PH153800000
133966,Dado ES,ES,Public,7.061954,124.455127,Dado,Datu Piang,MAGUINDANAO,PH153806000,PH153806010,PH153800000
406070,"GANI L. ABPI COLLEGE, INC.",PES,Private,,,Buayan,Datu Piang,MAGUINDANAO,PH153806000,PH153806008,PH153800000
406071,"Notre Dame of Dulawan, Inc.",PES,Private,,,Poblacion (Dulawan),Datu Piang,MAGUINDANAO,PH153806000,PH153806034,PH153800000
408481,MARKAZ AL-HUZAIM NC.,MD,Private,,,Poblacion (Dulawan),DATU PIANG,MAGUINDANAO,PH153806000,PH153806034,PH153800000
305005,Datu Piang NHS,SHS,Public,7.033856,124.493591,Buayan,Datu Piang,MAGUINDANAO,PH153806000,PH153806008,PH153800000
318320,Datu Saudi Uy Ampatuan MNHS,JHS,Public,7.028273,124.501178,Poblacion (Dulawan),Datu Piang,MAGUINDANAO,PH153806000,PH153806034,PH153800000
406070,"GANI L. ABPI COLLEGE, INC.",PSHS,Private,,,Buayan,DATU PIANG,MAGUINDANAO,PH153806000,PH153806008,PH153800000
407450,"Lamalan Balis Flash Image Learning Center, Inc.",PSHS,Private,,,Damabalas,DATU PIANG,MAGUINDANAO,PH153806000,PH153806011,PH153800000
406071,"Notre Dame of Dulawan, Inc.",PSHS,Private,,,Poblacion (Dulawan),DATU PIANG,MAGUINDANAO,PH153806000,PH153806034,PH153800000
476525,Southern Philippines Academy (SPA) College,PSHS,Private,,,Magaslong,DATU PIANG,MAGUINDANAO,PH153806000,PH153806028,PH153800000
408481,MARKAZ AL-HUZAIM NC.,PJHS,Private,,,Poblacion (Dulawan),Datu Piang,MAGUINDANAO,PH153806000,PH153806034,PH153800000
216657,Andavit PS,PS,Public,6.989066,124.444534,Andavit,Datu Salibo,MAGUINDANAO,PH153836000,PH153836002,PH153800000
216609,Butilen ES,ES,Public,7.00056,124.485902,Butilen,Datu Salibo,MAGUINDANAO,PH153836000,PH153836005,PH153800000
216658,Ganoy PS,PS,Public,6.991153,124.506736,Penditen,Datu Salibo,MAGUINDANAO,PH153836000,PH153836015,PH153800000
216659,Pandi PS,PS,Public,6.999745,124.507294,Pandi,Datu Salibo,MAGUINDANAO,PH153836000,PH153836014,PH153800000
216599,Penditen PS,PS,Public,6.979492,124.49297,Penditen,Datu Salibo,MAGUINDANAO,PH153836000,PH153836015,PH153800000
133983,Sambulawan CES,CES,Public,6.980929,124.480456,Sambulawan,Datu Salibo,MAGUINDANAO,PH153836000,PH153836016,PH153800000
216672,Sugadol PS,PS,Public,,,Penditen,Datu Salibo,MAGUINDANAO,PH153836000,PH153836015,PH153800000
216660,Tee PS,PS,Public,6.987575,124.482886,Tee,Datu Salibo,MAGUINDANAO,PH153836000,PH153836017,PH153800000
133968,Dapiawan CES,CES,Public,6.958086,124.458496,Dapiawan,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826002,PH153800000
216623,Datu Koguia Utto ES,ES,Public,6.919074,124.418226,Kabengi,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826007,PH153800000
133971,Datu Pendililang Piang ES,ES,Public,6.93811,124.4319,Salbu,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826013,PH153800000
216661,Dimaukom Utto ES,ES,Public,6.90532,124.374952,Kabengi,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826007,PH153800000
133984,Dimaukum PS (Upper Salbu PS),PS,Public,6.928643,124.41779,Salbu,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826013,PH153800000
216529,Elian PS,PS,Public,6.966271,124.46252,Elian,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826003,PH153800000
216662,Gawang PS,ES,Public,6.98128,124.455153,Gawang,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826005,PH153800000
133975,Kitango ES,ES,Public,6.952577,124.44438,Kitango,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826008,PH153800000
133976,Kitapok ES,ES,Public,6.963474,124.425092,Kitapok,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826009,PH153800000
133979,Madia ES,ES,Public,6.972233,124.466815,Madia,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826010,PH153800000
408484,MADRASATUL IRSHADIL ISLAMIA AL-IBTIDAIYYAH INC.,MD,Private,,,Salbu,DATU SAUDI-AMPATUAN,MAGUINDANAO,PH153826000,PH153826013,PH153800000
318315,Datu Saudi Uy Ampatuan NHS,SHS,Public,6.928463,124.417614,Salbu,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826013,PH153800000
408484,MADRASATUL IRSHADIL ISLAMIA AL-IBTIDAIYYAH INC.,PJHS,Private,,,Salbu,Datu Saudi-Ampatuan,MAGUINDANAO,PH153826000,PH153826013,PH153800000
134045,Datu Unsay CES,CES,Public,6.88867,124.433684,Meta,Datu Unsay,MAGUINDANAO,PH153827000,PH153827006,PH153800000
134041,Iganagampong ES,ES,Public,6.905281,124.425424,Iganagampong,Datu Unsay,MAGUINDANAO,PH153827000,PH153827002,PH153800000
216535,Kyamko ES,ES,Public,6.908067,124.402439,Maitumaig,Datu Unsay,MAGUINDANAO,PH153827000,PH153827004,PH153800000
216536,Maitumaig ES,ES,Public,6.916558,124.421174,Maitumaig,Datu Unsay,MAGUINDANAO,PH153827000,PH153827004,PH153800000
216667,Makalag PS,PS,Public,6.895412,124.379313,Macalag,Datu Unsay,MAGUINDANAO,PH153827000,PH153835010,PH153800000
