,category,subcategory,name,geometry,lon,lat
156,education,elem_HS,unnamed,POINT (125.0877575 6.2435127),125.0877575,6.2435127
157,education,elem_HS,unnamed,POINT (125.0849465 6.2465523),125.0849465,6.2465523
158,education,elem_HS,unnamed,POINT (125.093535 6.2440353),125.093535,6.2440353
159,education,elem_HS,unnamed,POINT (125.0809232 6.2342339),125.0809232,6.2342339
160,education,elem_HS,unnamed,POINT (125.067169 6.2219649),125.067169,6.2219649
161,education,elem_HS,unnamed,POINT (125.0363771 6.2141719),125.0363771,6.2141719
162,education,elem_HS,unnamed,POINT (125.0233952 6.2327728),125.0233952,6.2327728
163,education,elem_HS,unnamed,POINT (125.0182132 6.2371882),125.0182132,6.2371882
164,education,elem_HS,unnamed,POINT (125.0196616 6.2379135),125.0196616,6.2379135
165,education,elem_HS,unnamed,POINT (124.9811544 6.2558342),124.9811544,6.2558342
166,education,elem_HS,unnamed,POINT (125.0288884 6.2912266),125.0288884,6.2912266
167,education,elem_HS,unnamed,POINT (125.0302617 6.2920158),125.0302617,6.2920158
168,education,elem_HS,unnamed,POINT (125.0454322 6.1981197),125.0454322,6.1981197
169,education,elem_HS,unnamed,POINT (125.1212636 6.1778536),125.1212636,6.1778536
170,education,elem_HS,unnamed,POINT (125.1353399 6.1854908),125.1353399,6.1854908
171,education,elem_HS,Southern Baptist School of Polomolok,POINT (125.0642077 6.2153558),125.0642077,6.2153558
172,education,elem_HS,unnamed,POINT (125.0683598 6.2117988),125.0683598,6.2117988
173,education,elem_HS,unnamed,POINT (125.0860623 6.1953411),125.0860623,6.1953411
174,education,elem_HS,unnamed,POINT (125.082782 6.162235),125.082782,6.162235
175,education,elem_HS,unnamed,POINT (125.0616596 6.2040447),125.0616596,6.2040447
176,education,elementary,Pangabuan Elementary School,POINT (123.6929773 8.0531878),123.6929773,8.0531878
177,education,elementary,Aquino Elementary School,POINT (123.712113 8.060191700000001),123.712113,8.0601917
178,education,elementary,Magsaysay Elementary School,POINT (125.2673019 7.3104367),125.2673019,7.3104367
179,education,elementary,Liboran Elementary School,POINT (124.6544083 8.348782699999999),124.6544083,8.3487827
180,education,elementary,Patpat Elementary School,POINT (124.7123794 8.289798299999999),124.7123794,8.2897983
181,education,elementary,Panipasan Elementary School,POINT (125.309529 7.3342102),125.309529,7.3342102
182,education,elem_HS,Criminology Office,POINT (124.5348813 7.1944916),124.5348813,7.1944916
183,education,elem_HS,Notre Dame Of Pigcawayan,POINT (124.4256182 7.2823215),124.4256182,7.2823215
184,education,elem_HS,Shalom Crest Wizard Academy,POINT (125.1644044 6.1270451),125.1644044,6.1270451
185,education,elem_HS,Fermdale International School,POINT (122.079284 6.9130849),122.079284,6.9130849
186,education,elem_HS,ELearning Centre,POINT (122.0790983 6.9131208),122.0790983,6.9131208
187,education,elem_HS,Salaman Institute,POINT (124.0663157 6.6341543),124.0663157,6.6341543
188,education,elem_HS,Agape Learning Center,POINT (124.0660001 6.6338555),124.0660001,6.6338555
189,education,HS,Ginatilan National High School,POINT (125.1759513 7.0471912),125.1759513,7.0471912
190,education,elementary,Ginatilan Elementary School,POINT (125.172648 7.0450547),125.172648,7.0450547
191,education,elementary,Catalino Tampipi Elementary School,POINT (125.2832485 6.755731),125.2832485,6.755731
192,education,HS,Nazareth High School of Bansalan,POINT (125.2158002 6.778617),125.2158002,6.778617
193,education,HS,Arena Blanco National High School – Landang Gua Annex,POINT (122.256904 6.9563859),122.256904,6.9563859
194,education,elem_HS,Opong Elem. School,POINT (124.8132942 6.4506392),124.8132942,6.4506392
195,education,elem_HS,MNHS BLDG 1,POINT (125.3032794 7.2966781),125.3032794,7.2966781
196,education,elem_HS,MNHS MAIN BLDG,POINT (125.3035749 7.2970384),125.3035749,7.2970384
197,education,elem_HS,San Vicente Academy,POINT (125.0393834 6.9493171),125.0393834,6.9493171
198,education,elem_HS,Agape Evangelical School,POINT (124.247604 7.2234773),124.247604,7.2234773
199,education,elem_HS,unnamed,POINT (124.3271492 7.0103217),124.3271492,7.0103217
200,education,elem_HS,Awang Elementaty School,POINT (124.2053138 7.1558482),124.2053138,7.1558482
201,education,elementary,Manicahan Poblacion Elementary School,POINT (122.2011153 7.0193113),122.2011153,7.0193113
202,education,elementary,Tigbalabag Elementary School,POINT (122.2730005 7.3220193),122.2730005,7.3220193
203,education,elem_HS,Maasin Learning Center,POINT (121.9807891 6.950854),121.9807891,6.950854
204,education,HS,Digos City National High School - Aplaya Extension,POINT (125.3801552 6.7390687),125.3801552,6.7390687
205,education,HS,Digos City National High School - Napan Extension,POINT (125.3585775 6.7949268),125.3585775,6.7949268
206,education,elementary,Pagan Grande Elementary School,POINT (125.372546 7.252351),125.372546,7.252351
207,education,elem_HS,Abbas Orchard,POINT (124.7068969 8.4596008),124.7068969,8.4596008
208,education,elem_HS,unnamed,POINT (124.6715897 6.3783879),124.6715897,6.3783879
209,education,HS,Digos City National High School - Indigenous Peoples Distant Learning Program,POINT (125.3515454 6.8377221),125.3515454,6.8377221
210,education,elementary,Halapitan SDA Elementary School,POINT (125.3291954 7.9232151),125.3291954,7.9232151
211,education,elementary,Sacramento Valley Elementary School,POINT (125.2775016 7.9345338),125.2775016,7.9345338
212,education,elementary,Malayanan Elementary School,POINT (125.2799509 7.9563088),125.2799509,7.9563088
213,education,elementary,Mabuhay Elementary School,POINT (125.3481799 7.8956772),125.3481799,7.8956772
214,education,elementary,Cayaga Elementary School,POINT (125.3894828 7.7257191),125.3894828,7.7257191
215,education,elementary,San Jose Elementary School,POINT (125.394513 7.7560573),125.394513,7.7560573
216,education,elementary,Colon Elementary School,POINT (125.3168218 7.9351885),125.3168218,7.9351885
217,education,elementary,Dumalogdog Elementary School,POINT (125.342893 7.493253),125.342893,7.493253
218,education,elem_HS,Notre Dame of Esperanza,POINT (124.5232278 6.7243715),124.5232278,6.7243715
219,education,elementary,Purok 6 Elementary School,POINT (125.1847348 6.9555442),125.1847348,6.9555442
220,education,elementary,Rupagan Elementary School,POINT (124.0547982 8.1919852),124.0547982,8.1919852
221,education,elem_HS,unnamed,POINT (125.4535618 7.5172448),125.4535618,7.5172448
222,education,elementary,Molugan Elementary School,POINT (124.5619188 8.532825000000001),124.5619188,8.532825
223,education,HS,Paradise Embak High School,POINT (125.5299296 7.350272),125.5299296,7.350272
224,education,elementary,Nala Elementary School,POINT (125.3522264 7.9333715),125.3522264,7.9333715
225,education,elementary,Amatac Elementary School,POINT (124.6201976 7.372445),124.6201976,7.372445
226,education,elementary,Kibongkog Elementary School,POINT (125.3186033 7.8203635),125.3186033,7.8203635
227,education,elementary,Cabuling Elementary School,POINT (125.3860808 7.6689011),125.3860808,7.6689011
228,education,elementary,Dao Elementary School,POINT (125.345625 7.7747314),125.345625,7.7747314
229,education,elementary,Palacpacan Elementary School,POINT (125.3690584 7.7834995),125.3690584,7.7834995
230,education,elementary,Matupe Elementary School,POINT (125.3928865 7.6413934),125.3928865,7.6413934
231,education,elementary,Iglugsad Elementary School,POINT (125.3571303 7.8245886),125.3571303,7.8245886
232,education,elementary,Mahayag Elementary School,POINT (125.3735396 7.8466061),125.3735396,7.8466061
233,education,elementary,Malambago Elementary School,POINT (125.3664866 7.8686528),125.3664866,7.8686528
234,education,elementary,J.P. Laurel Elementary School,POINT (125.3465383 6.4839023),125.3465383,6.4839023
235,education,elementary,Candelaria Elementary School,POINT (125.3537859 7.9079206),125.3537859,7.9079206
236,education,elementary,Gaudioso Orbita Elementary School,POINT (125.3651597 6.6379094),125.3651597,6.6379094
237,education,HS,Bienvenido Orteza High School,POINT (125.0852297 6.9430823),125.0852297,6.9430823
238,education,HS,Maigo National High School,POINT (123.9570607 8.1586909),123.9570607,8.1586909
239,education,elementary,Balagatasa Elementary School,POINT (123.9404903 8.1474958),123.9404903,8.1474958
240,education,elementary,Tubod Central Elementary School,POINT (123.7943764 8.050834099999999),123.7943764,8.0508341
241,education,elem_HS,Shell Tubod Quezon Ave,POINT (123.7946565 8.050934399999999),123.7946565,8.0509344
242,education,elementary,Datu Bibit Dalug Elementary School,POINT (123.8555723 8.019982600000001),123.8555723,8.0199826
243,education,elem_HS,CKCM,POINT (123.7728162 7.9252202),123.7728162,7.9252202
244,education,elementary,Patudan Elementary School,POINT (123.8234335 8.016041400000001),123.8234335,8.0160414
245,education,elem_HS,Abaga Central School,POINT (123.7749825 7.9586267),123.7749825,7.9586267
246,education,elem_HS,CFCST Batulawan Extn,POINT (124.6701024 7.0738163),124.6701024,7.0738163
247,education,HS,Sultan Mastura National High School,POINT (124.2802559 7.3046847),124.2802559,7.3046847
248,education,elementary,Tapayan Central Elementary School,POINT (124.279704 7.3045237),124.279704,7.3045237
249,education,elementary,Panicupan Elementary School,POINT (124.6308761 7.0718949),124.6308761,7.0718949
250,education,elementary,Cabasagan Elementary School,POINT (125.1709393 6.6795409),125.1709393,6.6795409
251,education,elem_HS,Digos Grace Gospel Chuch Of Christ,POINT (125.33935 6.7440145),125.33935,6.7440145
252,education,elementary,Paaralang Elementarya ng Namut,POINT (123.7002031 8.2788263),123.7002031,8.2788263
253,education,elementary,Paaralang Elementarya ng Colambutan Settlement,POINT (123.7144386 8.269015700000001),123.7144386,8.2690157
254,education,elem_HS,LSU Heritage Campus,POINT (123.8439586 8.1465529),123.8439586,8.1465529
255,education,elem_HS,CFCST Sub office,POINT (125.087143 7.0042049),125.087143,7.0042049
256,education,elem_HS,Schola de San Jose,POINT (125.0671897 6.2177353),125.0671897,6.2177353
257,education,elem_HS,Sindangan Pilot Demonstration School,POINT (122.9998257 8.234636699999999),122.9998257,8.2346367
258,education,elem_HS,Caldwell Adventist Academy,POINT (122.0690378 6.9071245),122.0690378,6.9071245
259,education,elementary,New Mabuhay Elementary School,POINT (125.1553373 6.177067),125.1553373,6.177067
260,education,elem_HS,Mabuhay Community Learning Center,POINT (125.1419033 6.1849367),125.1419033,6.1849367
261,education,elem_HS,Canonico Antonio Institute,POINT (125.164165 6.176474),125.164165,6.176474
262,education,HS,Lozano High School extension New Society National High School,POINT (125.1077467 6.1342517),125.1077467,6.1342517
263,education,elementary,B. Lozano Sr. Elementary School,POINT (125.1073244 6.1340507),125.1073244,6.1340507
264,education,elem_HS,Pangaguran Primary School (Proposed),POINT (125.3494267 6.8001692),125.3494267,6.8001692
265,education,elem_HS,Maguisi Primary School (Proposed),POINT (125.3456425 6.8139128),125.3456425,6.8139128
266,education,elementary,Dansolihon Elementary School,POINT (124.579225 8.3064433),124.579225,8.3064433
267,education,elementary,Tignapoloan Elementary School,POINT (124.5788967 8.2745183),124.5788967,8.2745183
268,education,elem_HS,Upper Tignapoloan Elementry School,POINT (124.5693917 8.253053299999999),124.5693917,8.2530533
269,education,HS,Tinagpoloan National High School,POINT (124.5716283 8.254519999999999),124.5716283,8.25452
270,education,elem_HS,Asian Business Cabletow Cooperative Academy,POINT (124.58102 8.3069367),124.58102,8.3069367
271,education,HS,Dansolihon National High School,POINT (124.5824495 8.307498300000001),124.5824495,8.3074983
272,education,elementary,Bayanga Elementary School,POINT (124.60376 8.358941700000001),124.60376,8.3589417
273,education,elem_HS,Mambuaya Elemtary School,POINT (124.5971002 8.326561399999999),124.5971002,8.3265614
274,education,HS,Mambuaya National High School,POINT (124.5975349 8.3276726),124.5975349,8.3276726
275,education,HS,Tagpangi National High School,POINT (124.562195 8.366013300000001),124.562195,8.3660133
276,education,HS,Bayanga National High School,POINT (124.6033267 8.358226699999999),124.6033267,8.3582267
277,education,elementary,Tagpangi Elementary School,POINT (124.5607367 8.368868300000001),124.5607367,8.3688683
278,education,elementary,Tuburan Elementary School,POINT (124.5049217 8.3749983),124.5049217,8.3749983
279,education,elem_HS,Pigsag-an Child Development Center,POINT (124.491055 8.3495983),124.491055,8.3495983
280,education,elementary,Pigsag-an Elementary School,POINT (124.491345 8.349528299999999),124.491345,8.3495283
281,education,HS,Tuburan National High School,POINT (124.5021685 8.3766874),124.5021685,8.3766874
282,education,elem_HS,Tuburan Child Development Center,POINT (124.5044153 8.3750363),124.5044153,8.3750363
283,education,elementary,Tumpagon Elementary School,POINT (124.4622833 8.3287549),124.4622833,8.3287549
284,education,elem_HS,.,POINT (124.4572769 8.332554699999999),124.4572769,8.3325547
285,education,HS,Tumpagon National High School,POINT (124.4618417 8.3297367),124.4618417,8.3297367
286,education,elementary,Pagalungan Elementary School,POINT (124.5536105 8.399064299999999),124.5536105,8.3990643
287,education,elementary,Taglimao Elementary School,POINT (124.5216598 8.393845199999999),124.5216598,8.3938452
288,education,HS,Taglimao National High School,POINT (124.522485 8.3911683),124.522485,8.3911683
289,education,elem_HS,Georgia Academy,POINT (124.6061741 8.4249841),124.6061741,8.4249841
290,education,elementary,Pagatpat Elementary School,POINT (124.5830617 8.4632779),124.5830617,8.4632779
291,education,HS,Pagatpat National High School,POINT (124.5831628 8.462763000000001),124.5831628,8.462763
292,education,elem_HS,unnamed,POINT (123.4392458 7.8356241),123.4392458,7.8356241
293,education,elem_HS,South Hills International School of Technology,POINT (123.4467617 7.8252983),123.4467617,7.8252983
294,education,HS,Napolan National High School,POINT (123.4228977 7.8324485),123.4228977,7.8324485
295,education,HS,Lison Valley Ntional High School,POINT (123.222189 7.9351833),123.222189,7.9351833
296,education,elementary,Manongol Central Elementary School,POINT (125.123641 7.0241767),125.123641,7.0241767
297,education,elem_HS,Juan L. Gantuangco School of Arts and Trades,POINT (125.0352957 7.0729262),125.0352957,7.0729262
298,education,elem_HS,University of Southern Mindanao-Kidapawan City Campus,POINT (125.1132529 7.0312391),125.1132529,7.0312391
299,education,elementary,Tigua Elementary School,POINT (125.3234933 7.9722291),125.3234933,7.9722291
300,education,elem_HS,C-Lan Institute of Technology,POINT (123.8047908 8.4821027),123.8047908,8.4821027
301,education,elem_HS,Tec. Voc. Bldg.,POINT (124.5368338 7.1984835),124.5368338,7.1984835
302,education,HS,Senior High School1,POINT (124.5383821 7.1990707),124.5383821,7.1990707
303,education,HS,High School Annex Bldg.,POINT (124.5373647 7.1995628),124.5373647,7.1995628
304,education,elem_HS,CMAHS,POINT (124.5385483 7.1992901),124.5385483,7.1992901
305,education,elem_HS,CBA Bldg.,POINT (124.5369462 7.1988843),124.5369462,7.1988843
306,education,HS,Junior High School,POINT (124.5381013 7.1989225),124.5381013,7.1989225
307,education,elem_HS,M.O.T.I.,POINT (123.8043698 8.4841263),123.8043698,8.4841263
308,education,elem_HS,Maramag Baptist Christian Academy,POINT (125.004012 7.7620846),125.004012,7.7620846
309,education,elementary,Macol Elementary School,POINT (125.520252 6.3464489),125.520252,6.3464489
310,education,HS,Amas National High School,POINT (124.9856132 7.056499),124.9856132,7.056499
311,education,elementary,Amas Cental Elementary School,POINT (124.9865678 7.0554926),124.9865678,7.0554926
312,education,elem_HS,CHRM,POINT (124.2609493 8.001054999999999),124.2609493,8.001055
313,education,elem_HS,MSU-Integrated Laboratory School,POINT (124.2593353 8.0003437),124.2593353,8.0003437
314,education,elementary,Tibanga Seventh Day Adventist Elementary School,POINT (124.2469919 8.2397382),124.2469919,8.2397382
315,education,HS,Ozamiz City National High School,POINT (123.8379961 8.146106899999999),123.8379961,8.1461069
316,education,elementary,Felipe Suerte Elementary School,POINT (125.0936053 7.0192484),125.0936053,7.0192484
317,education,elementary,Margues Elementary School,POINT (124.2962844 7.1348258),124.2962844,7.1348258
318,education,elem_HS,Upon This Rock Christian Academy,POINT (124.943405 7.717931),124.943405,7.717931
319,education,elem_HS,Holy Cross of Malalag,POINT (125.3986075 6.5957803),125.3986075,6.5957803
320,education,elem_HS,CENCOM,POINT (124.8290433 7.1202309),124.8290433,7.1202309
321,education,elem_HS,unnamed,POINT (125.1311587 6.1143962),125.1311587,6.1143962
322,education,elem_HS,unnamed,POINT (125.1311892 6.1144417),125.1311892,6.1144417
323,education,elem_HS,unnamed,POINT (125.1312189 6.1146071),125.1312189,6.1146071
324,education,elem_HS,unnamed,POINT (125.13118 6.1144022),125.13118,6.1144022
325,education,elem_HS,NDDU Espina Campus,POINT (125.1311762 6.1144174),125.1311762,6.1144174
326,education,elem_HS,unnamed,POINT (124.3032092 8.4980441),124.3032092,8.4980441
327,education,elem_HS,St.Francis Xavier Sr.High,POINT (124.3064474 8.499458000000001),124.3064474,8.499458
328,education,elem_HS,Liberty Bible Baptist Academy,POINT (125.0784869 7.9059123),125.0784869,7.9059123
329,education,elementary,Mandanas Elementary,POINT (124.2349145 7.2029249),124.2349145,7.2029249
330,education,elementary,Conel Central Elementary School,POINT (125.1886521 6.2008672),125.1886521,6.2008672
331,education,elem_HS,RS TAN gate,POINT (123.8597157 8.164421600000001),123.8597157,8.1644216
332,education,elementary,Bongbong Elementary School,POINT (123.8166142 8.132772599999999),123.8166142,8.1327726
333,education,elementary,Bagakay Elementary School,POINT (123.8177298 8.1451878),123.8177298,8.1451878
334,education,elem_HS,M. I. T.,POINT (123.8294452 8.149857300000001),123.8294452,8.1498573
335,education,elem_HS,O. L. T.,POINT (123.8259303 8.1494084),123.8259303,8.1494084
336,education,elementary,Malaubang Elementary School,POINT (123.8294684 8.135340599999999),123.8294684,8.1353406
337,education,elem_HS,Banyan tourist sight,POINT (123.7999491 8.115597599999999),123.7999491,8.1155976
338,education,elem_HS,Bridge,POINT (123.816596 8.184198800000001),123.816596,8.1841988
339,education,elementary,Embargo Elementary School,POINT (123.8187526 8.183230699999999),123.8187526,8.1832307
340,education,elementary,Pulot Elementary School,POINT (123.8103244 8.1266537),123.8103244,8.1266537
341,education,elementary,Labinay Elementary School,POINT (123.7577876 8.1026375),123.7577876,8.1026375
342,education,elementary,Dimaluna Elementary School,POINT (123.8012767 8.121469299999999),123.8012767,8.1214693
343,education,elem_HS,Mindanao Mission Academy,POINT (124.2868108 8.397821),124.2868108,8.397821
344,education,elem_HS,SEVENTH DAY ADVENTIST ACDEMY,POINT (125.2913993 6.1043659),125.2913993,6.1043659
345,education,elem_HS,"SARANGANI MONTESSORI SCHOOL FOUNDATION,INC.",POINT (125.2854064 6.1031312),125.2854064,6.1031312
346,education,elem_HS,Notre Dame of Upi,POINT (124.1602271 7.0133499),124.1602271,7.0133499
347,education,HS,Saint Francis High School,POINT (124.1635759 7.0137177),124.1635759,7.0137177
348,education,elem_HS,Upi Agricultural School,POINT (124.1668015 7.025762),124.1668015,7.025762
349,education,elementary,Kibleg Elementary School,POINT (124.1643491 7.0540958),124.1643491,7.0540958
350,education,elementary,Pedro C. Dolores Elementary School,POINT (124.1602875 6.9642619),124.1602875,6.9642619
351,education,elementary,Timanan Central Elementary School,POINT (124.1434985 6.8606142),124.1434985,6.8606142
352,education,elementary,Looy Elementary School,POINT (124.1561689 6.931104),124.1561689,6.931104
353,education,elem_HS,Theralinks Asia,POINT (124.6480669 8.479522599999999),124.6480669,8.4795226
354,education,elementary,Datu Ito Andong Memorial Elementary School,POINT (124.0426871 6.4855823),124.0426871,6.4855823
355,education,elem_HS,Lord of Peace Learning Center,POINT (124.243208 7.2019801),124.243208,7.2019801
356,education,elementary,Sibug Elementary School,POINT (125.1072995 7.0265437),125.1072995,7.0265437
357,education,HS,Old Nongnongan National High School,POINT (124.9079567 7.715237),124.9079567,7.715237
358,education,elementary,Malalag Central Elementary School,POINT (125.3989846 6.5892212),125.3989846,6.5892212
359,education,elem_HS,Jack and Jill Integrated School,POINT (121.9673404 6.7029676),121.9673404,6.7029676
360,education,elem_HS,unnamed,POINT (125.19639 6.1235242),125.19639,6.1235242
361,education,elem_HS,Cabuling Elem School,POINT (124.7978107 6.5609987),124.7978107,6.5609987
362,education,elem_HS,PRMI,POINT (125.05212 7.1588498),125.05212,7.1588498
363,education,elem_HS,Seventh Day Adventist School and Church,POINT (125.0868728 7.0038856),125.0868728,7.0038856
364,education,elem_HS,Merec,POINT (124.6385452 8.476524700000001),124.6385452,8.4765247
365,education,HS,Marawi National High School,POINT (124.285044 8.0027907),124.285044,8.0027907
366,education,elem_HS,MSU-UTC,POINT (124.2845393 8.002553600000001),124.2845393,8.0025536
367,education,elem_HS,ISSP,POINT (124.2732298 8.0045824),124.2732298,8.0045824
368,education,elem_HS,PIACE,POINT (124.2801895 8.004391200000001),124.2801895,8.0043912
369,education,elementary,Amai PakPak Elementary School,POINT (124.2847916 8.002429599999999),124.2847916,8.0024296
370,education,elem_HS,Abantas,POINT (124.2792738 8.0036752),124.2792738,8.0036752
371,education,elem_HS,AKIC,POINT (124.2792141 8.004323100000001),124.2792141,8.0043231
372,education,elem_HS,PIS,POINT (124.2825377 8.0010206),124.2825377,8.0010206
373,education,elem_HS,AFIA,POINT (124.2888725 8.0016883),124.2888725,8.0016883
374,education,elem_HS,Ranao Institute of Science and Technology,POINT (124.2747388 8.004717100000001),124.2747388,8.0047171
375,education,elem_HS,Ranao Institute of Science and Technology,POINT (124.2746835 8.0017066),124.2746835,8.0017066
376,education,elementary,LES Linanot Elementary School,POINT (124.31603 8.2934173),124.31603,8.2934173
377,education,elementary,Taluntonan Elementary School,POINT (124.2886476 8.211897),124.2886476,8.211897
378,education,elem_HS,Marist Brothers Convent,POINT (124.245432 7.2174776),124.245432,7.2174776
379,education,elem_HS,Jack and Jill Pre School and Grade School,POINT (123.437212 7.8286188),123.437212,7.8286188
380,education,elementary,Guinsang-an Elementary School,POINT (124.6645734 6.4792141),124.6645734,6.4792141
381,education,HS,Zapakan National High School,POINT (124.4819045 6.8588026),124.4819045,6.8588026
382,education,elem_HS,Holy Child School,POINT (124.2384044 8.232425599999999),124.2384044,8.2324256
383,education,elem_HS,Life Resouces Foundation,POINT (124.2435128 8.1724111),124.2435128,8.1724111
384,education,HS,Inawayan National High School,POINT (125.4709337 6.9553494),125.4709337,6.9553494
385,education,elementary,Mulondo Central Elementary School,POINT (124.3540701 7.917587),124.3540701,7.917587
386,education,elem_HS,coc puerto,POINT (124.7529301 8.501526699999999),124.7529301,8.5015267
387,education,HS,Manumba High School,POINT (125.1565717 7.08853),125.1565717,7.08853
388,education,elementary,Eleonor D. Belotindos Elementary School,POINT (124.8141255 6.555243),124.8141255,6.555243
389,education,elem_HS,St. Therese Learning Center,POINT (125.0998523 7.7361111),125.0998523,7.7361111
390,education,elem_HS,Madrasah Al Muttafaq Al Islamiyah,POINT (124.8376619 6.733921),124.8376619,6.733921
391,education,elem_HS,Madrasah Sandigan,POINT (125.2367252 6.120476),125.2367252,6.120476
392,education,elem_HS,Bethany Child Development Center,POINT (122.0747812 6.9321933),122.0747812,6.9321933
393,education,elementary,Salingsing Elementary School,POINT (124.4838004 8.215298799999999),124.4838004,8.2152988
394,education,elem_HS,San Roque National high school,POINT (122.0382021 6.9412887),122.0382021,6.9412887
395,education,elem_HS,Notre Dame Dadiangas University IBED,POINT (125.1954845 6.1250905),125.1954845,6.1250905
396,education,elementary,Magsaysay Central Elementary School,POINT (125.151152 6.7524723),125.151152,6.7524723
397,education,elem_HS,Culinary Institute of Cagayan de Oro,POINT (124.6508088 8.482781299999999),124.6508088,8.4827813
398,education,elem_HS,Readyminds Development Center,POINT (124.6456388 8.4700545),124.6456388,8.4700545
399,education,elem_HS,Philippine College of Technology,POINT (125.4503664 7.1822845),125.4503664,7.1822845
400,education,elementary,South Dalurong Elementary School,POINT (125.1318151 7.5866556),125.1318151,7.5866556
401,education,elementary,Mabuhay Elementary School,POINT (125.312553 7.4360629),125.312553,7.4360629
402,education,elementary,Sumilop Elementary School,POINT (125.3198004 7.3815553),125.3198004,7.3815553
403,education,HS,Carmen Senior High School,POINT (124.793898 7.1971088),124.793898,7.1971088
404,education,HS,Carmen National High School,POINT (124.7977387 7.2049515),124.7977387,7.2049515
405,education,HS,Carmen National High School,POINT (124.79871 7.2064388),124.79871,7.2064388
406,education,elementary,Kilada Elementary School,POINT (124.8953952 7.1096972),124.8953952,7.1096972
407,education,HS,Lakal National High School,POINT (124.8934027 6.991815),124.8934027,6.991815
408,education,elem_HS,B.F QUIRNO NATIONAL HIGH SCHOOL,POINT (124.6670997 6.7230782),124.6670997,6.7230782
409,education,elementary,Notre Dame of Katico Elementary,POINT (124.725573 6.7583595),124.725573,6.7583595
410,education,elementary,Tinumigues Elementary School,POINT (124.6182737 6.8355238),124.6182737,6.8355238
411,education,elementary,Bacsarpa Elementary School,POINT (125.4840642 7.2907609),125.4840642,7.2907609
412,education,elementary,Pamantawan Elementary School,POINT (125.4215902 7.3922536),125.4215902,7.3922536
413,education,elem_HS,unnamed,POINT (125.3902915 7.1137748),125.3902915,7.1137748
414,education,HS,Kibucay National High School,POINT (124.1880369 7.0899175),124.1880369,7.0899175
415,education,elem_HS,unnamed,POINT (124.7569347 6.5841693),124.7569347,6.5841693
416,education,elem_HS,Mangilala integrated school,POINT (124.7346022 6.6493184),124.7346022,6.6493184
417,education,elem_HS,Polytechnic,POINT (124.8227506 6.5174094),124.8227506,6.5174094
418,education,elem_HS,Magon elem school,POINT (124.7127226 6.6475871),124.7127226,6.6475871
419,education,elementary,Osias Central Elementary School,POINT (124.8460514 7.1018675),124.8460514,7.1018675
420,education,elem_HS,"Dok Alternatibo Research and Development Foundation, Inc.",POINT (125.3345766 6.7510007),125.3345766,6.7510007
421,education,elementary,Sulog Elementary School,POINT (125.3403625 7.8970617),125.3403625,7.8970617
422,education,elementary,Luhong Elementary School,POINT (125.043081 7.2095428),125.043081,7.2095428
423,education,elem_HS,Tampakan national highschool,POINT (124.9255552 6.4481171),124.9255552,6.4481171
424,education,elem_HS,Green Advanced Kest and Arts Academy,POINT (125.0616197 6.2039749),125.0616197,6.2039749
425,education,elem_HS,Green Advanced Kest and Arts Academy,POINT (125.0616161 6.2039942),125.0616161,6.2039942
426,education,elementary,Midkiwan Elementary School,POINT (124.5757344 8.3429777),124.5757344,8.3429777
427,education,HS,Rizal National High School,POINT (123.7226374 8.461862099999999),123.7226374,8.4618621
428,education,elementary,Bartolome Elementary School,POINT (125.3810674 7.0947709),125.3810674,7.0947709
429,education,elem_HS,Holy Family Progressive School,POINT (124.2513007 8.229020999999999),124.2513007,8.229021
430,education,elem_HS,School Acacia,POINT (124.7195744 7.0848577),124.7195744,7.0848577
431,education,elem_HS,unnamed,POINT (124.6548346 6.6156089),124.6548346,6.6156089
432,education,elem_HS,unnamed,POINT (124.666536 6.5197917),124.666536,6.5197917
433,education,elementary,Catadman Elementary School,POINT (123.8534175 8.1497122),123.8534175,8.1497122
434,education,elem_HS,TESDA,POINT (123.0014775 8.231902699999999),123.0014775,8.2319027
435,education,elementary,Bonacao Elementary School,POINT (125.3950831 7.7964798),125.3950831,7.7964798
436,education,elem_HS,Divine Mercy School of Bukidnon,POINT (125.3945486 7.7835705),125.3945486,7.7835705
437,education,elem_HS,Ozamiz City Central School,POINT (123.8397108 8.1440178),123.8397108,8.1440178
438,education,elementary,Lupagan Elementary School,POINT (123.8571908 8.221317900000001),123.8571908,8.2213179
439,education,HS,Kalaisan National High School,POINT (125.042252 7.0040434),125.042252,7.0040434
440,education,elem_HS,Sacred Heart Academy,POINT (125.1405667 7.8679498),125.1405667,7.8679498
441,education,HS,Saint Therese High School,POINT (124.6128535 8.192046700000001),124.6128535,8.1920467
442,education,HS,Saint Joseph High School,POINT (125.1810237 7.9016612),125.1810237,7.9016612
443,education,HS,Iligan City East High School,POINT (124.2446736 8.2512294),124.2446736,8.2512294
444,education,elem_HS,ICCPA Training Hall,POINT (124.2445507 8.2510964),124.2445507,8.2510964
445,education,elem_HS,Tesda Training Institute,POINT (121.9604335 6.6968749),121.9604335,6.6968749
446,education,elementary,Tapian Elementary School,POINT (124.057223 7.1335381),124.057223,7.1335381
447,education,elem_HS,First Fruits Christian Academy,POINT (125.0760178 7.939506),125.0760178,7.939506
448,education,HS,Noralla National High School,POINT (124.6570893 6.5152782),124.6570893,6.5152782
449,education,elem_HS,unnamed,POINT (124.8937351 6.5999995),124.8937351,6.5999995
